[0.41958543658256531, 0.41958543658256531]
[0.41665756702423096, 0.41665756702423096]
[0.41600510478019714, 0.41600510478019714]
[0.41883611679077148, 0.41883611679077148]
[0.42370638251304626, 0.42370638251304626]
[0.41998416185379028, 0.41998416185379028]
[0.41583380103111267, 0.41583380103111267]
[0.41760212182998657, 0.41760212182998657]
[0.41882088780403137, 0.41882088780403137]
[0.41594091057777405, 0.41594091057777405]
